tns_name,repeater_name,ra,dec,gl,gb,exp_up,exp_low,bonsai_snr,bonsai_dm,snr_fitb,dm_fitb,dm_exc_ne2001,dm_exc_ymw16,bc_width,scat_time,flux,fluence,sub_num,width_fitb,sp_idx,sp_run,high_freq,low_freq,peak_freq,chi_sq,dof,flag_frac,is_repeater,is_pcc_candidate,catalog
FRB20190925C,FRB20180910A,354.83,89.014,122.59,26.19,3910.0,4335.0,23.81,690.7,48.22,689.98,633.8,635.2,0.00492,0.0031,2.1,9.1,0,0.001555,45.8,-76.3,631.5,449.9,533.0,292442.792,289706,53.467,1,0,2023
FRB20200621D,FRB20180910A,354.83,89.014,122.59,26.19,3910.0,4335.0,29.97,695.5,23.2,696.53,640.4,641.8,0.0118,0.01,6.0,38.0,0,0.005,6.9,-13.4,800.2,400.2,566.6,509791.178,504843,45.941,1,0,2023
FRB20201224A,-9999,266.9,89.125,121.98,27.37,3590.0,4359.0,34.44,443.6,39.42,443.7323,390.0,392.9,0.00197,0.002,2.9,7.5,0,0.000989,1.85,-1.74,800.2,400.2,605.4,339633.282,337624,45.77,0,1,2023
FRB20190201A,FRB20181226F,95.87,83.8,129.79,26.21,390.0,380.0,11.04,241.0,15.44,242.0038,184.2,185.5,0.00098,0.0012,2.6,3.1,0,0.000608,0.1,-0.2,789.0,400.2,464.9,297111.527,298446,52.063,1,0,2023
FRB20201111A,FRB20181226F,95.87,83.8,129.79,26.21,390.0,380.0,9.73,241.4,13.57,241.77,184.0,185.3,0.00197,0.001,0.99,1.8,0,0.000511,4.6,-8.1,800.2,400.2,489.2,164183.678,163622,47.437,1,0,2023
FRB20190308B,-9999,49.31,83.4,0.0,0.0,360.0,330.0,10.35,179.5,21.76,180.18,112.3,107.1,0.00197,0.000134,1.11,1.39,0,0.000186,18.6,-52.9,587.9,400.2,477.2,315726.411,316148,49.219,0,1,2023
FRB20190308B,-9999,49.31,83.4,0.0,0.0,360.0,330.0,10.35,179.5,21.76,180.18,112.3,107.1,0.00197,0.000134,1.11,1.39,1,0.00052,9.5,-37.0,585.3,400.2,455.5,315726.411,316148,49.219,0,1,2023
FRB20191107C,FRB20190110C,249.325,41.445,65.58,42.09,45.0,-9999.0,24.65,221.6,44.41,222.1,185.1,192.1,0.00393,0.0022,0.6,2.78,0,0.00153,36.0,-103.0,541.1,406.2,468.8,300091.809,302659,51.385,1,0,2023
FRB20191107C,FRB20190110C,249.325,41.445,65.58,42.09,45.0,-9999.0,24.65,221.6,44.41,222.1,185.1,192.1,0.00393,0.0022,0.6,2.78,1,0.001078,46.5,-246.0,484.8,400.2,439.5,300091.809,302659,51.385,1,0,2023
FRB20210322F,FRB20190110C,249.325,41.445,65.58,42.09,45.0,-9999.0,9.72,222.8,13.93,222.7,185.7,192.7,0.0059,0.00107,0.227,1.25,0,0.00088,23.7,-129.0,501.3,400.2,438.6,326803.784,328237,47.278,1,0,2023
FRB20200321G,FRB20190113A,108.26,-2.98,0.0,0.0,40.0,-9999.0,9.94,423.8,18.48,426.4,248.5,175.5,0.00688,0.0061,1.8,9.4,0,0.00303,35.2,-62.0,645.6,438.8,532.3,340369.167,339904,45.404,1,0,2023
FRB20200429B,-9999,169.263,83.506,126.03,33.05,350.0,360.0,36.31,677.7,43.47,678.3973,630.8,636.6,0.00295,0.000178,3.9,9.9,0,0.0011755,-2.19,4.41,800.2,400.2,800.2,318269.577,313987,49.567,0,1,2023
FRB20210316B,-9999,313.9,89.19,122.16,26.71,3400.0,3090.0,10.57,641.7,16.84,642.367,588.5,591.2,0.00295,0.0028,0.8,2.4,0,0.00139,35.0,-44.7,726.6,472.1,585.7,311549.755,310416,50.14,0,1,2023
FRB20200118B,FRB20190226B,273.62,61.67,0.0,0.0,85.0,-9999.0,19.13,630.8,29.3,632.6728,582.0,587.2,0.00492,0.00125,0.81,2.8,0,0.00097,41.5,-62.6,675.7,460.4,557.8,383363.999,382159,38.617,1,0,2023
FRB20201004B,FRB20190226B,273.62,61.67,0.0,0.0,85.0,-9999.0,9.56,634.1,16.03,634.48,583.8,589.0,0.01966,0.012,0.2,2.1,0,0.0059,41.3,-86.0,593.3,432.4,506.6,658917.108,659066,47.07,1,0,2023
FRB20190804B,-9999,185.339,70.691,126.52,46.23,55.0,141.7,9.33,716.6,10.43,716.0068,679.4,687.3,0.00197,0.0015,1.8,1.13,0,0.00076,14.5,-26.8,678.1,400.2,510.8,309957.19,308174,50.5,0,1,2023
FRB20190918C,-9999,75.649,82.11,130.57,23.32,310.0,290.0,12.67,478.8,21.17,468.973,404.9,402.5,0.01966,0.0169,0.92,12.9,0,0.00153,37.0,-43.1,775.1,488.1,615.1,1280033.933,1282151,54.236,0,1,2023
FRB20191024B,FRB20190430C,277.2097,24.7699,53.11,15.7,29.4,-9999.0,9.6,404.4,14.21,401.71,302.2,318.1,0.01278,0.0068,1.9,10.1,0,0.00338,41.0,-100.0,569.2,425.1,491.9,503116.602,504672,45.959,1,0,2023
FRB20201030B,FRB20190609C,73.324,24.0678,177.36,-12.39,71.95,-9999.0,46.66,479.2,70.7,479.9,366.5,326.3,0.00295,0.0015,1.64,1.27,0,0.000749,21.6,-114.4,499.6,400.2,434.2,327666.689,326072,47.626,1,0,2023
FRB20210113D,FRB20190609C,73.324,24.0678,177.36,-12.39,71.95,-9999.0,13.57,479.2,11.98,479.5959,366.2,326.0,0.00295,0.001,3.3,4.7,0,0.00051,43.2,-183.0,503.6,402.5,450.3,176817.716,176428,43.323,1,0,2023
FRB20200629C,FRB20190804E,261.343,55.0689,82.89,34.11,93.7,-9999.0,20.17,365.6,33.81,363.963,320.6,327.4,0.00786,0.0048,0.45,2.59,0,0.00238,31.8,-81.5,571.4,416.4,487.8,359631.817,359132,42.316,1,0,2023
FRB20200709C,FRB20190804E,261.343,55.0689,82.89,34.11,93.7,-9999.0,14.04,368.8,23.58,364.41,321.0,327.9,0.00983,0.0092,0.26,1.35,0,0.00462,17.4,-128.0,487.9,400.2,427.4,523937.706,523254,43.97,1,0,2023
FRB20201201B,FRB20190804E,261.343,55.0689,82.89,34.11,93.7,-9999.0,8.62,362.7,10.7,362.776,319.4,326.2,0.00197,0.0024,0.28,0.51,0,0.00119,19.8,-69.0,544.5,400.2,456.2,358923.022,358790,42.371,1,0,2023
FRB20201225B,FRB20190804E,261.343,55.0689,82.89,34.11,93.7,-9999.0,45.0,363.5,81.6,362.7,319.3,326.1,0.00197,0.002,1.2,4.83,0,0.001565,16.6,-67.1,523.6,400.2,448.4,365754.36,363003,41.693,1,0,2023
FRB20201225B,FRB20190804E,261.343,55.0689,82.89,34.11,93.7,-9999.0,45.0,363.5,81.6,362.7,319.3,326.1,0.00197,0.002,1.2,4.83,1,0.000994,0.7,-106.0,450.6,400.2,400.2,365754.36,363003,41.693,1,0,2023
FRB20201228A,FRB20190804E,261.343,55.0689,82.89,34.11,93.7,-9999.0,24.82,362.7,37.2,363.58,320.2,327.0,0.01671,0.003,0.63,3.43,0,0.001479,54.6,-137.0,562.0,423.1,487.6,1090040.785,1086181,41.846,1,0,2023
FRB20201228A,FRB20190804E,261.343,55.0689,82.89,34.11,93.7,-9999.0,24.82,362.7,37.2,363.58,320.2,327.0,0.01671,0.003,0.63,3.43,1,0.0031,18.0,-32.0,721.9,402.0,538.8,1090040.785,1086181,41.846,1,0,2023
FRB20200624B,-9999,268.05,50.707,78.06,29.8,81.0,-9999.0,14.15,244.2,19.14,245.022,196.6,203.8,0.00197,0.000185,1.17,0.65,0,0.000423,2.4,-3.1,800.2,400.2,593.1,354043.136,352595,43.365,0,1,2023
FRB20200402A,-9999,73.271,88.236,124.64,26.25,5400.0,3900.0,52.68,231.3,206.69,231.53058,174.4,176.1,0.00197,0.0015,7.8,18.0,0,0.0007451,14.53,-48.0,578.2,400.2,462.8,318884.791,312392,49.823,0,1,2023
FRB20200213C,FRB20190915D,11.782,46.862,122.17,-16.0,92.5,-9999.0,10.32,485.2,17.4,489.99,400.6,401.5,0.04522,0.019,0.3,2.67,0,0.0097,65.0,-590.0,450.0,400.2,422.7,904164.121,933274,40.039,1,0,2023
FRB20200214B,FRB20190915D,11.782,46.862,122.17,-16.0,92.5,-9999.0,31.36,485.2,54.62,488.827,399.4,400.4,0.02851,0.00495,0.9,12.4,0,0.00444,21.7,-102.8,516.6,400.2,444.8,913491.46,928238,40.363,1,0,2023
FRB20200214A,FRB20190915D,11.782,46.862,122.17,-16.0,92.5,-9999.0,15.53,478.8,33.23,489.83,400.4,401.4,0.03932,0.01,1.4,20.6,0,0.005,43.7,-62.0,675.0,472.3,564.6,1860545.222,1881749,39.551,1,0,2023
FRB20200214A,FRB20190915D,11.782,46.862,122.17,-16.0,92.5,-9999.0,15.53,478.8,33.23,489.83,400.4,401.4,0.03932,0.01,1.4,20.6,1,0.005,44.4,-103.0,570.0,425.7,492.6,1860545.222,1881749,39.551,1,0,2023
FRB20200312A,FRB20190915D,11.782,46.862,122.17,-16.0,92.5,-9999.0,9.92,488.5,16.04,488.491,399.1,400.0,0.01573,0.0076,0.37,1.99,0,0.00382,97.0,-208.0,562.0,453.8,505.0,584992.239,584757,37.384,1,0,2023
FRB20200313C,FRB20190915D,11.782,46.862,122.17,-16.0,92.5,-9999.0,16.44,485.2,42.51,489.74,400.3,401.3,0.05702,0.01,0.72,15.2,0,0.005,34.4,-47.3,706.6,458.3,569.1,1138235.583,1133035,39.337,1,0,2023
FRB20200313C,FRB20190915D,11.782,46.862,122.17,-16.0,92.5,-9999.0,16.44,485.2,42.51,489.74,400.3,401.3,0.05702,0.01,0.72,15.2,1,0.005,35.5,-69.0,615.0,428.5,513.3,1138235.583,1133035,39.337,1,0,2023
FRB20200313B,FRB20190915D,11.782,46.862,122.17,-16.0,92.5,-9999.0,9.68,478.8,23.75,490.33,400.9,401.9,0.01671,0.013,0.36,7.2,0,0.00649,71.0,-91.0,690.8,504.5,590.4,1357156.761,1352998,37.909,1,0,2023
FRB20200313B,FRB20190915D,11.782,46.862,122.17,-16.0,92.5,-9999.0,9.68,478.8,23.75,490.33,400.9,401.9,0.01671,0.013,0.36,7.2,1,0.00696,84.0,-131.0,627.9,485.6,552.2,1357156.761,1352998,37.909,1,0,2023
FRB20200515A,FRB20191013D,40.418,13.626,159.66,-41.25,67.0,-9999.0,23.5,524.1,40.76,522.407,479.4,486.6,0.02654,0.01291,4.2,50.0,0,0.00244,0.99,-5.77,800.2,400.2,436.2,1092915.927,1086204,50.153,1,0,2023
FRB20200427A,-9999,84.106,72.519,140.6,20.42,163.0,160.6,39.16,308.9,86.96,308.9459,235.4,225.2,0.00197,0.000203,7.6,19.7,0,0.000552,17.64,-34.4,669.6,400.2,517.0,333145.914,325273,47.754,0,1,2023
FRB20200215A,FRB20191106C,199.577,43.0025,105.7,73.22,65.6,-9999.0,12.8,323.5,40.51,330.26,305.2,309.7,0.00983,0.00839,0.071,0.94,0,0.0039,4.2,-168.0,455.4,400.2,405.2,1029255.056,1055177,43.506,1,0,2023
FRB20200317D,FRB20191106C,199.577,43.0025,105.7,73.22,65.6,-9999.0,11.39,323.5,17.47,335.129,310.1,314.6,0.02064,0.019,0.126,2.05,0,0.00942,8.9,-10.6,800.2,400.2,592.0,939015.086,937359,39.777,1,0,2023
FRB20200617C,FRB20191106C,199.577,43.0025,105.7,73.22,65.6,-9999.0,20.42,323.5,42.16,331.93,306.9,311.4,0.02851,0.01012,0.144,2.06,0,0.00502,12.6,-63.3,535.0,400.2,442.1,1292780.745,1289428,40.826,1,0,2023
FRB20201201A,FRB20191106C,199.577,43.0025,105.7,73.22,65.6,-9999.0,20.47,332.4,83.55,332.4,307.4,311.9,0.07373,0.01004,0.09,1.59,0,0.01239,6.73,-65.3,508.4,400.2,421.4,1862378.831,1856483,40.363,1,0,2023
FRB20210212C,FRB20191106C,199.577,43.0025,105.7,73.22,65.6,-9999.0,12.02,330.8,24.19,333.57,308.5,313.0,0.02654,0.035,0.088,0.96,0,0.0175,14.4,-62.4,527.2,400.2,443.2,1398687.986,1399154,43.817,1,0,2023
FRB20210316C,FRB20191106C,199.577,43.0025,105.7,73.22,65.6,-9999.0,18.18,331.6,45.39,331.91,306.9,311.4,0.04227,0.00891,0.08,1.29,0,0.00781,20.9,-131.0,494.8,400.2,433.4,1359307.887,1352945,45.673,1,0,2023
FRB20200418A,FRB20191114A,273.574,19.799,46.97,16.83,61.1,-9999.0,14.26,553.2,26.86,554.9,456.8,475.3,0.00688,0.01,0.59,5.3,0,0.005,88.6,-158.0,592.4,468.4,526.8,506772.81,505413,45.88,1,0,2023
FRB20200614B,FRB20191114A,273.574,19.799,46.97,16.83,61.1,-9999.0,14.36,549.9,33.77,552.88,454.8,473.3,0.02851,0.0094,0.43,3.8,0,0.00468,28.4,-332.0,453.9,400.2,417.7,510765.164,511113,45.27,1,0,2023
FRB20200701A,FRB20200118D,106.909,42.8374,174.45,20.86,71.8,-9999.0,32.68,626.0,42.98,625.2,548.6,533.6,0.00492,0.0026,1.05,2.98,0,0.001823,53.2,-56.9,775.6,522.3,636.5,338499.298,333021,46.509,1,0,2023
FRB20200701A,FRB20200118D,106.909,42.8374,174.45,20.86,71.8,-9999.0,32.68,626.0,42.98,625.2,548.6,533.6,0.00492,0.0026,1.05,2.98,1,0.00128,26.2,-72.0,567.5,400.2,469.8,338499.298,333021,46.509,1,0,2023
FRB20200219B,FRB20200127B,119.2,86.6087,126.62,28.03,154.0,951.0,29.3,351.0,43.54,351.317,297.3,300.6,0.00098,0.0009,2.41,4.7,0,0.00045,8.19,-15.8,758.4,400.2,518.1,164644.095,166985,46.356,1,0,2023
FRB20201014B,FRB20200202A,25.928,44.29,132.71,-17.59,62.1,-9999.0,34.95,726.3,112.6,726.33,643.1,642.3,0.02064,0.003,3.0,32.0,0,0.002841,84.3,-70.2,800.2,605.5,742.2,559866.366,542515,41.907,1,0,2023
FRB20201014B,FRB20200202A,25.928,44.29,132.71,-17.59,62.1,-9999.0,34.95,726.3,112.6,726.33,643.1,642.3,0.02064,0.003,3.0,32.0,1,0.001486,92.9,-81.2,800.2,590.8,709.6,559866.366,542515,41.907,1,0,2023
FRB20200702C,FRB20200223B,8.2653,28.831,118.08,-33.87,51.7,-9999.0,22.68,203.8,76.38,202.75,157.1,165.7,0.00786,0.0046,1.52,9.6,0,0.002292,99.8,-91.0,800.2,589.3,690.7,342611.597,332684,46.564,1,0,2023
FRB20200821B,FRB20200223B,8.2653,28.831,118.08,-33.87,51.7,-9999.0,8.13,202.2,11.34,201.7,156.1,164.7,0.00492,0.0027,2.8,5.6,0,0.00137,23.8,-25.8,800.2,472.1,620.1,339179.776,339448,45.477,1,0,2023
FRB20210115C,FRB20200223B,8.2653,28.831,118.08,-33.87,51.7,-9999.0,14.63,201.8,30.75,202.039,156.4,165.0,0.01081,0.00191,7.5,14.4,0,0.00224,54.1,-56.6,790.0,527.7,645.7,522284.868,519776,44.342,1,0,2023
FRB20210117F,FRB20200223B,8.2653,28.831,118.08,-33.87,51.7,-9999.0,10.78,201.0,19.15,200.88,155.3,163.8,0.00295,0.0025,1.9,2.8,0,0.00126,63.0,-73.0,725.6,515.1,611.3,355561.677,355332,42.926,1,0,2023
FRB20201105A,-9999,42.451,15.844,160.2,-38.32,59.0,-9999.0,8.83,581.1,9.29,581.4083,535.8,542.3,0.00197,0.0012,0.63,1.26,0,0.000595,15.3,-23.6,755.4,404.6,552.8,343919.769,343210,44.873,0,1,2023
FRB20200820A,FRB20200420A,7.574,37.264,118.28,-25.42,55.0,-9999.0,53.31,671.3,202.2,670.5,612.5,620.6,0.00197,0.0012,6.1,22.0,0,0.0006246,42.44,-36.7,800.2,551.6,701.4,393571.548,358329,42.444,1,0,2023
FRB20200820A,FRB20200420A,7.574,37.264,118.28,-25.42,55.0,-9999.0,53.31,671.3,202.2,670.5,612.5,620.6,0.00197,0.0012,6.1,22.0,1,0.00084,14.9,-12.4,800.2,485.6,684.7,393571.548,358329,42.444,1,0,2023
FRB20200508C,-9999,54.6,88.04,124.38,25.66,1300.0,1400.0,11.35,480.4,19.1,479.4861,421.4,422.6,0.00295,0.0013,0.91,2.4,0,0.000655,3.4,-15.5,629.6,400.2,434.3,307424.591,308744,50.409,0,1,2023
FRB20200621A,FRB20200619A,272.57,55.558,83.96,27.77,109.7,-9999.0,13.29,438.3,27.47,439.7122,388.7,394.8,0.00295,0.00078,0.76,1.76,0,0.000485,38.8,-60.0,672.8,454.7,553.1,359431.962,360347,42.12,1,0,2023
FRB20200825B,FRB20200619A,272.57,55.558,83.96,27.77,109.7,-9999.0,8.79,446.4,13.29,439.8777,388.9,395.0,0.02949,0.00208,0.175,1.05,0,2e-06,42.5,-130.0,538.1,412.5,471.1,-9999.0,-9999,-9999.0,1,0,2023
FRB20201022D,FRB20200619A,272.57,55.558,83.96,27.77,109.7,-9999.0,13.02,439.6,15.05,440.37,389.4,395.5,0.00688,0.01,0.52,3.1,0,0.005,-3.4,5.4,800.2,400.2,800.2,491267.673,488883,47.65,1,0,2023
FRB20210130E,FRB20200619A,272.57,55.558,83.96,27.77,109.7,-9999.0,12.14,439.6,15.84,440.233,389.3,395.3,0.00786,0.0055,0.33,1.12,0,0.00274,21.0,-112.0,506.5,400.2,438.3,366894.317,367302,41.003,1,0,2023
FRB20201018C,FRB20200809E,19.96,82.892,123.86,20.07,509.8,410.0,13.36,1698.4,22.85,1703.504,1629.8,1620.4,0.00492,0.0039,0.8,3.0,0,0.00194,32.5,-63.8,624.2,426.9,516.2,348489.336,346934,44.275,1,0,2023
FRB20210128B,FRB20200809E,19.96,82.892,123.86,20.07,509.8,410.0,9.11,1699.6,9.39,1701.09,1627.4,1617.9,0.0118,0.0086,0.41,1.48,0,0.00431,46.0,-164.0,517.9,408.7,460.1,553623.401,552837,40.802,1,0,2023
FRB20210208B,FRB20200809E,19.96,82.892,123.86,20.07,509.8,410.0,20.4,1704.0,23.75,1702.01,1628.3,1618.9,0.03047,0.007,0.45,6.32,0,0.00349,30.8,-30.8,800.2,507.5,642.0,892814.865,889189,42.871,1,0,2023
FRB20210208B,FRB20200809E,19.96,82.892,123.86,20.07,509.8,410.0,20.4,1704.0,23.75,1702.01,1628.3,1618.9,0.03047,0.007,0.45,6.32,1,0.005,33.1,-51.3,659.9,448.7,544.1,892814.865,889189,42.871,1,0,2023
FRB20210203E,-9999,114.08,80.021,134.1,28.63,240.0,220.0,9.23,553.2,6.18,553.635,500.0,503.3,0.09732,0.0046,0.49,10.9,0,0.00231,8.6,-9.9,800.2,400.2,400.2,362922.786,361070,42.004,0,1,2023
FRB20200914C,FRB20200913C,269.027,65.805,95.51,30.21,156.5,-9999.0,11.51,574.2,12.41,575.7389,527.9,533.2,0.00197,0.0015,0.68,1.6,0,0.000731,1.7,-2.6,800.2,400.2,551.3,305106.556,304944,51.019,1,0,2023
FRB20201210B,FRB20200926A,283.28,53.95,83.73,21.4,67.0,-9999.0,10.96,757.4,12.66,757.78,694.0,698.4,0.00786,0.0048,0.34,0.94,0,0.00238,71.0,-183.0,567.0,439.6,499.3,366367.836,367986,40.894,1,0,2023
FRB20201223A,FRB20200926A,283.28,53.95,83.73,21.4,67.0,-9999.0,11.0,757.4,14.08,758.88,695.1,699.5,0.0059,0.0042,0.16,0.56,0,0.00211,27.3,-108.0,524.7,400.2,450.8,374907.882,374902,39.783,1,0,2023
FRB20201125B,FRB20200929C,17.041,18.474,128.47,-44.22,55.7,-9999.0,21.18,413.7,18.61,413.6798,375.3,384.3,0.00393,0.0017,0.51,1.3,0,0.000862,53.0,-61.0,773.3,469.7,602.7,351868.826,351950,43.469,1,0,2023
FRB20201203C,FRB20200929C,17.041,18.474,128.47,-44.22,55.7,-9999.0,11.49,412.9,12.93,413.5,375.1,384.1,0.00295,0.0056,0.49,0.53,0,0.00279,42.7,-184.0,502.4,401.8,449.3,341875.137,342184,45.038,1,0,2023
FRB20201229C,FRB20200929C,17.041,18.474,128.47,-44.22,55.7,-9999.0,12.26,414.9,18.35,413.0,374.6,383.6,0.02261,0.0045,0.57,3.9,0,0.0023,50.0,-70.0,773.9,513.5,630.4,694435.486,692420,44.391,1,0,2023
FRB20201229C,FRB20200929C,17.041,18.474,128.47,-44.22,55.7,-9999.0,12.26,414.9,18.35,413.0,374.6,383.6,0.02261,0.0045,0.57,3.9,1,0.004,53.0,-59.0,770.1,516.3,630.6,694435.486,692420,44.391,1,0,2023
FRB20201229C,FRB20200929C,17.041,18.474,128.47,-44.22,55.7,-9999.0,12.26,414.9,18.35,413.0,374.6,383.6,0.02261,0.0045,0.57,3.9,2,0.00235,71.0,-105.0,649.6,484.6,561.1,694435.486,692420,44.391,1,0,2023
FRB20210313B,FRB20200929C,17.041,18.474,128.47,-44.22,55.7,-9999.0,17.42,412.9,36.93,413.6154,375.2,384.2,0.00786,0.00133,0.91,4.8,0,0.00062,79.1,-144.0,597.4,464.0,526.5,313622.39,309275,50.323,1,0,2023
FRB20210314A,FRB20200929C,17.041,18.474,128.47,-44.22,55.7,-9999.0,17.05,413.7,21.55,413.69,375.3,384.3,0.00786,0.0034,0.46,2.75,0,0.0017,25.7,-107.0,520.1,400.2,450.5,310676.149,308098,50.513,1,0,2023
FRB20210326B,FRB20200929C,17.041,18.474,128.47,-44.22,55.7,-9999.0,22.19,413.7,40.62,413.98,375.6,384.6,0.0059,0.0033,0.89,1.99,0,0.001652,56.0,-137.0,558.6,431.4,490.9,314320.876,311138,50.024,1,0,2023
FRB20201219A,FRB20201114A,221.586,71.789,111.15,42.61,135.0,83.0,11.31,321.1,17.03,322.399,284.5,291.6,0.00983,0.00309,0.45,2.45,0,0.00072,17.9,-27.8,735.3,413.7,551.6,556988.142,556769,40.381,1,0,2023
FRB20201225D,FRB20201130A,64.388,7.941,185.42,-29.04,15.0,-9999.0,15.01,288.7,25.17,288.26,231.8,219.6,0.0118,0.0087,1.8,18.0,0,0.00435,27.4,-45.3,669.9,421.4,531.3,520982.118,518466,44.482,1,0,2023
FRB20210105G,FRB20201130A,64.388,7.941,185.42,-29.04,15.0,-9999.0,14.76,287.5,23.17,287.8888,231.4,219.2,0.00492,0.00179,5.4,14.7,0,0.00047,24.9,-38.7,703.9,432.3,551.6,325577.687,324779,47.833,1,0,2023
FRB20210114B,FRB20201130A,64.388,7.941,185.42,-29.04,15.0,-9999.0,11.22,288.3,14.29,288.538,232.1,219.9,0.00492,0.0051,1.22,5.0,0,0.00254,20.5,-28.8,758.0,430.6,571.4,357813.754,357878,42.517,1,0,2023
FRB20210117E,FRB20201130A,64.388,7.941,185.42,-29.04,15.0,-9999.0,13.1,288.7,13.44,288.94,232.5,220.3,0.0118,0.01,0.62,5.0,0,0.005,-3.3,-4.5,580.7,400.2,400.2,523227.735,522228,44.08,1,0,2023
FRB20210118B,FRB20201130A,64.388,7.941,185.42,-29.04,15.0,-9999.0,10.35,288.3,15.93,288.15,231.7,219.5,0.00885,0.0066,0.86,4.0,0,0.00331,25.6,-35.8,716.2,445.5,564.9,524629.13,523539,43.939,1,0,2023
FRB20210205D,FRB20201130A,64.388,7.941,185.42,-29.04,15.0,-9999.0,9.51,287.1,10.44,287.63,231.2,219.0,0.01475,0.0064,6.8,18.4,0,0.00318,20.5,-49.0,616.4,400.2,484.4,540183.759,541152,42.053,1,0,2023
FRB20210220E,FRB20201130A,64.388,7.941,185.42,-29.04,15.0,-9999.0,9.89,287.1,15.01,287.59,231.1,218.9,0.02949,0.013,4.2,8.0,0,0.00655,-0.1,-42.0,500.9,400.2,400.2,669999.427,671074,46.106,1,0,2023
FRB20210228B,FRB20201130A,64.388,7.941,185.42,-29.04,15.0,-9999.0,13.09,289.5,27.15,288.18,231.7,219.5,0.0462,0.01,0.54,5.2,0,0.005,-5.4,6.6,800.2,400.2,400.2,751446.857,751629,51.709,1,0,2023
FRB20210228B,FRB20201130A,64.388,7.941,185.42,-29.04,15.0,-9999.0,13.09,289.5,27.15,288.18,231.7,219.5,0.0462,0.01,0.54,5.2,1,0.005,31.4,-148.0,500.2,400.2,444.0,751446.857,751629,51.709,1,0,2023
FRB20210323E,FRB20201130A,64.388,7.941,185.42,-29.04,15.0,-9999.0,9.92,292.0,18.42,290.92,234.5,222.3,0.01573,0.012,0.57,4.4,0,0.00582,72.0,-134.0,596.2,455.5,521.1,602751.954,601534,51.691,1,0,2023
FRB20210327F,FRB20201130A,64.388,7.941,185.42,-29.04,15.0,-9999.0,22.4,287.1,39.23,287.487,231.0,218.8,0.01376,0.00196,2.9,20.4,0,0.00327,26.5,-52.8,633.4,417.2,514.1,472106.121,469331,49.744,1,0,2023
FRB20210406A,FRB20201130A,64.388,7.941,185.42,-29.04,15.0,-9999.0,10.16,287.5,10.23,288.57,232.1,219.9,0.00393,0.0066,0.45,1.31,0,0.00332,41.0,-87.0,587.4,430.9,503.1,460103.225,459585,50.787,1,0,2023
FRB20210224A,FRB20201221B,124.199,48.781,170.55,33.81,90.3,-9999.0,9.22,516.8,20.95,509.79,458.9,463.8,0.05407,0.0047,0.3,3.98,0,0.0024,-53.0,80.0,800.2,764.5,800.2,2421804.364,2422066,40.149,1,0,2023
FRB20210224A,FRB20201221B,124.199,48.781,170.55,33.81,90.3,-9999.0,9.22,516.8,20.95,509.79,458.9,463.8,0.05407,0.0047,0.3,3.98,1,0.005,37.0,-204.0,485.5,400.2,430.7,2421804.364,2422066,40.149,1,0,2023
FRB20210224A,FRB20201221B,124.199,48.781,170.55,33.81,90.3,-9999.0,9.22,516.8,20.95,509.79,458.9,463.8,0.05407,0.0047,0.3,3.98,2,0.00499,21.7,-244.0,456.2,400.2,415.9,2421804.364,2422066,40.149,1,0,2023
FRB20210226C,FRB20201221B,124.199,48.781,170.55,33.81,90.3,-9999.0,8.65,508.7,15.01,513.05,462.2,467.1,0.02261,0.01,0.19,1.19,0,0.005,50.0,-321.0,467.1,400.2,431.8,535047.236,534540,42.761,1,0,2023
FRB20210302E,FRB20201221B,124.199,48.781,170.55,33.81,90.3,-9999.0,21.41,509.5,35.57,510.52,459.6,464.5,0.02359,0.00279,0.45,5.9,0,0.0052,45.5,-178.0,509.5,405.8,454.7,706575.884,704361,43.433,1,0,2023
FRB20210303F,FRB20201221B,124.199,48.781,170.55,33.81,90.3,-9999.0,29.8,509.5,47.46,510.579,459.7,464.6,0.0059,0.00251,0.58,6.4,0,0.00262,19.3,-130.4,492.1,400.2,430.9,549316.966,547592,41.364,1,0,2023
FRB20210313E,FRB20201221B,124.199,48.781,170.55,33.81,90.3,-9999.0,10.0,510.3,15.43,510.354,459.5,464.4,0.02064,0.00173,0.25,1.13,0,0.00126,34.3,-183.0,491.8,400.2,439.6,352048.133,351911,43.475,1,0,2023
FRB20210331F,-9999,122.07,72.35,142.57,31.55,135.0,108.0,24.28,288.3,50.27,288.42,237.9,243.1,0.00885,0.0025,1.02,6.1,0,0.005,58.0,-88.0,662.7,480.9,564.5,497640.634,492355,47.278,0,1,2023
FRB20210331F,-9999,122.07,72.35,142.57,31.55,135.0,108.0,24.28,288.3,50.27,288.42,237.9,243.1,0.00885,0.0025,1.02,6.1,1,0.001254,47.5,-119.2,578.4,428.0,497.6,497640.634,492355,47.278,0,1,2023
FRB20210426B,-9999,122.07,72.35,142.57,31.55,135.0,108.0,12.49,292.8,31.13,288.92,238.4,243.6,0.00786,0.01,1.6,7.6,0,0.005,-8.2,15.0,800.2,613.2,800.2,1872864.206,1866568,45.49,0,1,2023
FRB20210426B,-9999,122.07,72.35,142.57,31.55,135.0,108.0,12.49,292.8,31.13,288.92,238.4,243.6,0.00786,0.01,1.6,7.6,1,0.005,74.6,-155.0,564.2,447.6,502.5,1872864.206,1866568,45.49,0,1,2023
