tns_name,repeater_name,ra,dec,gl,gb,exp_up,exp_low,bonsai_snr,bonsai_dm,snr_fitb,dm_fitb,dm_exc_ne2001,dm_exc_ymw16,bc_width,scat_time,flux,fluence,sub_num,width_fitb,sp_idx,sp_run,high_freq,low_freq,peak_freq,chi_sq,dof,flag_frac,is_repeater,is_pcc_candidate,catalog
FRB20181230D,-9999,255.3,50.51,77.36,37.86,19.0,-9999.0,13.3,224.8,20.0,223.9665,183.4,191.0,0.00098,0.00048,1.39,2.0,0,0.000419,0.4,0.1,800.2,400.2,800.2,222008.93,222522,0.285,0,0,2021
FRB20181230E,-9999,113.26,86.85,126.43,27.65,220.0,209.0,13.9,1041.7,20.5,1041.713,987.2,990.1,0.01081,0.00303,1.32,10.4,0,0.00188,6.6,-16.7,707.6,400.2,488.0,634587.092,634745,0.32,0,0,2021
FRB20181231A,-9999,29.71,20.96,143.38,-39.22,15.0,-9999.0,28.3,1376.5,39.3,1376.7324,1333.7,1342.5,0.00295,0.00076,1.09,2.2,0,0.000705,9.8,-9.2,800.2,412.7,680.4,441472.649,439578,0.294,0,0,2021
FRB20181231B,-9999,128.77,55.99,161.71,36.55,26.9,-9999.0,33.2,199.0,55.1,197.1697,150.3,157.9,0.00295,0.00175,0.89,2.34,0,0.000337,59.6,-60.0,800.0,540.6,657.7,403883.925,398841,0.359,0,0,2021
FRB20181231C,-9999,197.09,69.18,120.69,47.87,33.0,-9999.0,18.2,554.8,27.7,556.086,520.6,528.4,0.00197,0.000406,0.68,1.2,0,0.00039,0.41,-9.6,667.0,400.2,408.8,202753.208,201545,0.353,0,0,2021
FRB20190101A,-9999,171.01,27.99,205.31,70.64,11.4,-9999.0,17.7,867.0,33.0,854.609,830.3,836.0,0.04227,0.0181,0.6,11.3,0,0.0013,-2.25,-2.3,747.1,400.2,400.2,1949656.3,1948025,0.305,0,0,2021
FRB20190101B,-9999,307.77,29.89,70.74,-5.61,11.9,-9999.0,14.0,1321.5,22.8,1323.9056,1089.9,1161.6,0.00295,0.00516,1.02,4.4,0,0.00032,41.7,-36.1,800.2,554.3,713.6,648715.189,647513,0.307,0,0,2021
FRB20190102A,-9999,9.26,26.72,118.96,-36.04,11.5,-9999.0,22.4,697.1,50.0,699.1727,655.6,664.2,0.00393,0.000986,1.12,4.2,0,0.000824,28.9,-67.8,595.5,411.9,495.2,433565.367,427417,0.313,0,0,2021
FRB20190102B,-9999,21.66,21.39,133.77,-40.74,14.1,-9999.0,22.9,367.2,31.9,367.1642,326.1,335.2,0.00295,0.00093,1.71,3.9,0,0.000851,0.6,-4.4,800.2,400.2,428.8,444234.411,443226,0.288,0,0,2021
FRB20190103B,-9999,93.57,19.73,191.23,1.07,13.8,-9999.0,15.7,530.5,26.4,541.129,354.0,248.7,0.03146,0.0054,0.68,12.9,0,0.00583,7.7,-16.3,738.4,400.2,507.0,1278901.943,1276793,0.316,0,0,2021
FRB20190103C,-9999,104.19,11.07,203.64,6.19,9.3,-9999.0,25.1,1349.0,34.2,1349.133,1193.6,1127.1,0.00492,0.00076,2.3,13.4,0,0.00193,10.6,-17.3,783.0,400.2,543.7,433332.994,431673,0.307,0,0,2021
FRB20190103A,FRB20181119A,190.53,65.13,124.52,51.97,28.0,-9999.0,15.7,365.6,40.0,364.5627,330.7,338.8,0.00983,0.0027,1.11,5.4,0,0.00254,34.0,-25.5,800.2,577.5,780.0,432784.05,428634,0.312,1,0,2021
FRB20190103D,-9999,221.84,59.91,99.85,51.71,23.0,-9999.0,10.5,1911.9,19.8,1913.5509,1880.3,1887.7,0.00295,0.00102,0.45,1.17,0,0.00087,-5.2,1.2,657.4,400.2,400.2,420199.6,417081,0.33,0,0,2021
FRB20190103E,-9999,262.89,45.84,71.92,32.61,16.0,-9999.0,9.1,736.0,13.5,736.245,690.6,698.8,0.00295,0.00159,0.46,2.0,0,0.00103,2.8,-4.4,800.2,400.2,547.3,431175.385,431673,0.307,0,0,2021
FRB20190104A,-9999,70.5,35.59,166.73,-7.01,15.1,-9999.0,17.2,548.3,24.4,549.4329,397.9,346.9,0.00197,0.000155,1.45,3.9,0,0.000197,6.0,-10.5,800.2,400.2,531.9,439260.771,435316,0.301,0,0,2021
FRB20190104A,-9999,70.5,35.59,166.73,-7.01,15.1,-9999.0,17.2,548.3,24.4,549.4329,397.9,346.9,0.00197,0.000155,1.45,3.9,1,0.0008,-1.6,1.3,800.2,400.2,400.2,439260.771,435316,0.301,0,0,2021
FRB20190104B,-9999,234.72,-6.25,359.71,37.54,10.7,-9999.0,9.8,527.3,12.8,530.137,480.3,492.6,0.0059,0.0023,2.7,9.5,0,0.00188,-3.6,7.5,800.2,400.2,800.2,392956.606,392762,0.369,0,0,2021
FRB20190105A,-9999,266.3,63.82,93.23,31.41,27.0,-9999.0,10.9,385.0,10.5,383.551,337.2,343.0,0.00885,0.0049,0.6,3.5,0,0.0039,-1.9,3.6,800.2,400.2,800.2,636464.487,636570,0.318,0,0,2021
FRB20190106A,-9999,22.19,46.12,129.65,-16.26,16.0,-9999.0,9.6,341.3,12.7,340.061,251.2,249.5,0.00688,0.0058,0.27,0.81,0,0.00094,9.0,-5.0,800.2,493.5,800.2,701706.374,701625,0.437,0,0,2021
FRB20190106B,-9999,335.63,46.13,97.79,-9.34,20.3,-9999.0,41.2,315.4,77.2,316.5941,174.9,183.7,0.00197,0.0006,1.7,3.8,0,0.000578,16.58,-68.0,543.5,400.2,452.1,446087.645,442010,0.29,0,0,2021
FRB20190107A,-9999,0.86,21.81,108.4,-39.7,12.0,-9999.0,9.0,841.1,15.0,849.19,809.3,817.3,0.04719,0.0204,0.49,6.3,0,0.0259,-4.3,-0.4,666.9,400.2,400.2,4184278.478,4169657,0.332,0,0,2021
FRB20190109A,-9999,107.96,5.16,210.64,6.88,11.5,-9999.0,9.4,325.1,15.4,324.604,176.9,119.8,0.01376,0.0022,1.19,6.4,0,0.00165,6.1,-8.1,800.2,400.2,583.0,636666.223,633829,0.321,0,0,2021
FRB20190109A,-9999,107.96,5.16,210.64,6.88,11.5,-9999.0,9.4,325.1,15.4,324.604,176.9,119.8,0.01376,0.0022,1.19,6.4,1,0.0034,4.6,-8.5,800.2,400.2,523.6,636666.223,633829,0.321,0,0,2021
FRB20190109B,-9999,253.47,1.25,19.73,26.53,11.4,-9999.0,11.6,176.3,14.0,175.168,106.9,121.7,0.00688,0.000261,1.2,3.0,0,0.00034,2.5,-65.0,492.4,400.2,408.1,394990.201,393977,0.367,0,0,2021
FRB20190110A,-9999,64.95,47.44,155.2,-1.95,18.8,-9999.0,29.1,470.7,63.0,472.7526,284.2,206.6,0.00295,0.000381,1.54,3.8,0,0.000203,6.3,-118.0,472.7,400.2,411.0,433547.545,432889,0.305,0,0,2021
FRB20190110B,-9999,131.68,50.16,168.91,38.68,18.0,-9999.0,12.3,486.9,18.8,486.118,440.6,449.3,0.00885,0.00324,0.47,1.9,0,0.00075,0.2,-5.0,800.2,400.2,407.8,593402.249,590969,0.367,0,0,2021
FRB20190111A,-9999,217.0,26.78,37.55,68.51,16.2,-9999.0,64.3,173.1,131.7,171.96819,150.5,150.5,0.0059,0.000535,3.6,17.0,0,0.00036,6.35,-6.78,800.2,400.2,638.9,467399.933,433487,0.304,0,0,2021
FRB20190111A,-9999,217.0,26.78,37.55,68.51,16.2,-9999.0,64.3,173.1,131.7,171.96819,150.5,150.5,0.0059,0.000535,3.6,17.0,1,0.000438,7.91,-23.3,649.7,400.2,474.4,467399.933,433487,0.304,0,0,2021
FRB20190111A,-9999,217.0,26.78,37.55,68.51,16.2,-9999.0,64.3,173.1,131.7,171.96819,150.5,150.5,0.0059,0.000535,3.6,17.0,2,0.00079,-2.3,-5.8,635.8,400.2,400.2,467399.933,433487,0.304,0,0,2021
FRB20190111B,-9999,260.02,13.53,35.24,26.27,4.1,-9999.0,24.1,1334.4,32.6,1336.9271,1271.8,1285.9,0.00393,0.000199,0.32,0.78,0,0.00016,1.9,-17.2,609.1,400.2,422.5,202964.044,201545,0.353,0,0,2021
FRB20190112A,-9999,257.98,61.2,90.49,35.45,29.0,-9999.0,27.8,420.5,66.1,425.8474,383.8,390.1,0.00983,0.01101,1.4,16.2,0,0.00164,57.1,-51.4,800.2,564.6,697.7,1328527.779,1324217,0.291,0,0,2021
FRB20190114A,-9999,8.95,19.17,117.83,-43.55,11.9,-9999.0,11.5,889.6,21.1,887.392,849.3,857.8,0.00492,0.00038,0.55,2.3,0,0.00134,11.1,-89.0,500.0,400.2,425.8,402724.957,401273,0.355,0,0,2021
FRB20190115A,-9999,45.61,54.28,141.39,-3.83,20.0,-9999.0,10.4,1020.6,12.9,1021.684,835.3,784.3,0.00295,0.0012,0.46,0.95,0,0.00089,0.9,-3.2,800.2,400.2,457.2,436617.429,437754,0.297,0,0,2021
FRB20190115B,-9999,76.82,82.06,130.71,23.43,88.0,95.0,18.2,748.9,25.2,748.293,684.5,682.3,0.00393,0.0018,1.45,5.2,0,0.00155,1.85,-6.9,800.2,400.2,457.5,451968.008,441402,0.291,0,0,2021
FRB20190116E,-9999,19.36,52.32,126.97,-10.35,19.0,-9999.0,11.9,1489.7,12.4,1491.0006,1362.6,1350.8,0.00098,0.00072,0.46,1.12,0,0.000607,0.1,-0.1,800.2,400.2,660.5,431936.429,429850,0.31,0,0,2021
FRB20190116D,-9999,85.1,68.68,144.42,19.03,31.0,-9999.0,11.5,1161.4,16.5,1164.025,1085.5,1072.0,0.00983,0.00392,0.51,4.7,0,0.00104,-1.1,-3.1,800.2,400.2,400.2,655694.744,656633,0.297,0,0,2021
FRB20190116A,FRB20190116B,192.33,27.15,210.17,89.53,12.8,-9999.0,15.8,446.4,19.9,445.48,425.6,425.9,0.01278,0.0075,0.32,3.7,0,0.00554,27.7,-29.8,800.2,482.3,636.8,881121.956,882810,0.291,1,0,2021
FRB20190116B,FRB20190116B,192.33,27.15,210.17,89.53,12.8,-9999.0,12.9,441.6,21.9,443.549,423.7,424.0,0.00688,0.0021,0.46,2.0,0,0.00173,20.7,-54.7,593.8,400.2,483.6,449484.73,449306,0.278,1,0,2021
FRB20190116C,-9999,249.32,70.96,103.22,36.26,40.0,34.4,74.4,629.2,210.6,629.27648,587.4,593.6,0.00295,0.00072,28.0,65.0,0,0.0007082,15.36,-14.81,800.2,453.1,672.1,495482.371,437754,0.297,0,0,2021
FRB20190116F,-9999,261.67,75.0,106.48,31.58,46.0,40.0,13.6,315.4,15.3,316.9203,270.1,275.6,0.00295,0.0015,0.49,1.54,0,0.00123,3.6,-3.8,800.2,400.2,637.5,437610.741,438970,0.295,0,0,2021
FRB20190117C,-9999,115.13,74.59,140.26,29.33,43.0,35.0,10.2,865.4,10.8,865.9008,812.6,815.9,0.00197,0.00098,0.42,0.79,0,0.00077,9.9,-10.2,800.2,403.3,648.6,404809.815,407962,0.345,0,0,2021
FRB20190117D,-9999,208.87,31.68,54.84,75.35,11.7,-9999.0,15.7,1175.9,20.1,1178.063,1155.5,1157.6,0.00295,0.000405,0.78,3.5,0,0.00126,0.4,-4.3,800.2,400.2,419.2,433558.119,431673,0.307,0,0,2021
FRB20190117A,FRB20190117A,331.71,17.37,76.31,-30.23,12.5,-9999.0,24.2,393.1,96.9,393.3602,345.2,353.3,0.00393,0.0015,2.5,9.9,0,0.001494,55.6,-117.0,584.0,441.1,507.6,451873.39,443834,0.287,1,0,2021
FRB20190118B,-9999,39.71,23.57,152.53,-33.06,12.4,-9999.0,9.7,666.4,16.1,670.89,620.7,627.3,0.03637,0.0194,0.31,3.62,0,0.0037,13.8,-14.4,800.2,432.6,645.0,2237005.705,2240473,0.346,0,0,2021
FRB20190118A,-9999,253.31,11.55,30.1,31.42,11.6,-9999.0,47.2,224.8,183.4,225.10795,171.7,182.4,0.00197,0.0002824,9.3,18.0,0,0.00014,19.42,-56.71,580.9,400.2,474.9,231901.935,213097,0.315,0,0,2021
FRB20190121A,-9999,354.74,78.6,119.26,16.25,23.0,16.0,31.3,423.8,45.8,425.3534,338.0,319.1,0.00786,0.00334,1.7,10.8,0,0.00108,4.5,-8.39,800.2,400.2,523.2,667325.862,654809,0.299,0,0,2021
FRB20190122B,-9999,2.53,35.12,113.46,-26.99,13.3,-9999.0,9.3,467.5,9.6,469.565,415.1,423.5,0.0059,0.0028,0.41,1.75,0,0.00192,2.8,-2.3,800.2,400.2,737.5,431471.076,430458,0.309,0,0,2021
FRB20190122C,-9999,200.6,17.57,341.32,78.07,17.0,-9999.0,43.2,690.7,110.7,689.902,665.5,669.6,0.01475,0.00010367,4.2,47.0,0,0.00176,1.5,-4.8,800.2,400.2,466.7,1043356.419,1027488,0.34,0,0,2021
FRB20190122C,-9999,200.6,17.57,341.32,78.07,17.0,-9999.0,43.2,690.7,110.7,689.902,665.5,669.6,0.01475,0.00010367,4.2,47.0,1,0.0018,7.38,-12.89,800.2,400.2,532.8,1043356.419,1027488,0.34,0,0,2021
FRB20190122C,-9999,200.6,17.57,341.32,78.07,17.0,-9999.0,43.2,690.7,110.7,689.902,665.5,669.6,0.01475,0.00010367,4.2,47.0,2,0.00294,4.2,-13.1,714.3,400.2,469.5,1043356.419,1027488,0.34,0,0,2021
FRB20190122C,-9999,200.6,17.57,341.32,78.07,17.0,-9999.0,43.2,690.7,110.7,689.902,665.5,669.6,0.01475,0.00010367,4.2,47.0,3,0.0089,-2.0,-4.0,669.5,400.2,400.2,1043356.419,1027488,0.34,0,0,2021
FRB20190122C,-9999,200.6,17.57,341.32,78.07,17.0,-9999.0,43.2,690.7,110.7,689.902,665.5,669.6,0.01475,0.00010367,4.2,47.0,4,0.00141,1.5,-3.5,800.2,400.2,492.6,1043356.419,1027488,0.34,0,0,2021
FRB20190122C,-9999,200.6,17.57,341.32,78.07,17.0,-9999.0,43.2,690.7,110.7,689.902,665.5,669.6,0.01475,0.00010367,4.2,47.0,5,0.005,-1.4,-4.4,715.1,400.2,400.2,1043356.419,1027488,0.34,0,0,2021
FRB20190122A,-9999,349.56,37.5,103.18,-21.77,14.2,-9999.0,11.7,1229.3,19.8,1231.21,1166.6,1175.4,0.04424,0.0371,0.327,5.7,0,0.0055,0.8,-0.7,800.2,400.2,694.2,3715833.072,3709881,0.34,0,0,2021
FRB20190124A,-9999,50.46,51.58,145.29,-4.64,23.1,-9999.0,14.4,1274.6,39.5,1275.853,1099.3,1051.9,0.02359,0.0223,0.61,13.4,0,0.00227,4.13,-7.37,800.2,400.2,529.5,2375425.403,2367545,0.309,0,0,2021
FRB20190124B,-9999,214.69,28.8,42.99,70.67,14.1,-9999.0,14.5,443.2,41.1,441.3838,419.8,420.3,0.01475,0.00706,0.97,11.7,0,0.0015,0.8,-4.88,800.2,400.2,434.2,1107926.978,1101993,0.292,0,0,2021
FRB20190124C,-9999,217.17,28.38,41.94,68.49,13.4,-9999.0,47.5,302.5,148.1,303.644,282.2,282.2,0.01376,0.000668,2.5,13.7,0,0.000291,0.42,-3.54,800.2,400.2,424.6,424332.183,404308,0.351,0,0,2021
FRB20190124C,-9999,217.17,28.38,41.94,68.49,13.4,-9999.0,47.5,302.5,148.1,303.644,282.2,282.2,0.01376,0.000668,2.5,13.7,1,0.001773,1.31,-8.59,724.9,400.2,431.9,424332.183,404308,0.351,0,0,2021
FRB20190124D,-9999,237.26,81.23,115.61,33.2,78.0,72.0,9.1,341.3,13.4,340.12,294.5,300.3,0.00492,0.00097,0.5,1.9,0,0.0005,0.1,-9.9,651.0,400.2,402.1,438863.146,438969,0.295,0,0,2021
FRB20190124E,-9999,297.75,20.57,57.96,-3.09,12.4,-9999.0,13.6,614.6,17.4,617.79,225.8,313.3,0.01868,0.0075,0.64,7.3,0,0.00574,9.1,-10.2,800.2,400.2,625.6,881223.777,881594,0.292,0,0,2021
FRB20190124F,-9999,338.92,5.3,72.47,-43.87,1.8,-9999.0,35.9,253.9,60.2,254.7903,217.2,225.8,0.00197,0.000164,3.9,6.4,0,0.000733,2.05,-16.6,617.4,400.2,425.6,206753.716,203065,0.348,0,0,2021
FRB20190125A,-9999,45.73,27.81,155.42,-26.64,10.5,-9999.0,9.4,562.9,12.8,564.701,504.3,506.4,0.01376,0.0041,0.37,2.6,0,0.00321,36.0,-37.0,800.2,510.1,655.5,572153.777,569082,0.391,0,0,2021
FRB20190125B,-9999,231.45,50.54,82.22,52.58,17.0,-9999.0,13.2,177.9,26.2,178.238,145.0,152.9,0.00688,0.00095,0.83,4.7,0,0.00247,5.7,-6.8,800.2,400.2,609.9,580318.875,576377,0.383,0,0,2021
FRB20190126A,FRB20180916B,29.5031258,65.7167542,129.71,3.73,46.06,-9999.0,11.6,351.0,27.8,350.0017,151.1,25.1,0.00688,0.0023,0.7,3.6,0,0.00208,51.1,-64.4,719.4,492.8,595.4,435367.384,434106,0.303,1,0,2021
FRB20190128A,-9999,21.8,24.67,133.18,-37.49,9.6,-9999.0,11.8,695.5,16.5,696.117,652.5,661.6,0.00688,0.0022,0.58,2.0,0,0.00185,-1.5,-2.5,800.2,400.2,400.2,453460.015,447482,0.281,0,0,2021
FRB20190128B,-9999,127.44,23.29,200.92,31.35,12.8,-9999.0,14.1,247.5,21.4,248.2302,191.0,190.8,0.00197,0.000208,0.81,1.64,0,0.000603,5.3,-10.3,800.2,400.2,515.9,452517.417,451129,0.275,0,0,2021
FRB20190128C,-9999,69.8,78.94,132.83,20.76,60.0,56.0,10.1,304.1,17.5,310.622,239.3,230.4,0.01573,0.0076,0.71,5.9,0,0.00616,22.6,-55.0,603.2,400.6,491.6,810435.521,812282,0.348,0,0,2021
FRB20190128D,-9999,283.32,17.44,48.75,7.46,11.9,-9999.0,9.4,428.6,15.5,430.231,197.4,222.9,0.00492,0.0015,1.2,3.6,0,0.00127,0.8,-8.5,705.4,400.2,419.5,446550.257,445658,0.284,0,0,2021
FRB20190129A,-9999,45.06,21.42,158.87,-32.31,13.4,-9999.0,12.7,478.8,18.8,484.761,432.7,437.8,0.00885,0.0102,0.49,5.0,0,0.00113,43.0,-37.8,800.2,552.8,707.7,1265039.714,1271321,0.319,0,0,2021
FRB20190130A,-9999,25.64,13.16,141.65,-47.84,11.0,-9999.0,9.5,1365.2,12.6,1367.461,1330.1,1339.4,0.01475,0.0032,0.47,4.4,0,0.00099,19.3,-62.0,567.2,400.2,467.7,608665.84,606473,0.351,0,0,2021
FRB20190130B,-9999,172.11,16.05,238.61,67.8,13.0,-9999.0,23.6,988.3,65.4,989.0307,959.3,968.0,0.00393,0.000769,0.77,2.95,0,0.000265,55.4,-140.8,553.6,428.6,487.1,414376.343,409785,0.342,0,0,2021
FRB20190131E,-9999,195.65,80.92,122.39,36.2,71.0,72.0,20.9,279.8,50.7,279.8006,236.5,243.3,0.00098,0.000164,3.0,5.1,0,0.00023,22.0,-63.1,576.8,400.2,476.5,199966.627,197897,0.364,0,0,2021
FRB20190131D,-9999,57.46,22.75,168.11,-24.08,15.0,-9999.0,18.7,642.1,48.9,642.1218,574.6,569.1,0.00197,0.000426,2.9,6.8,0,0.00017,1.61,-3.35,800.2,400.2,508.7,424385.421,418900,0.327,0,0,2021
FRB20190131D,-9999,57.46,22.75,168.11,-24.08,15.0,-9999.0,18.7,642.1,48.9,642.1218,574.6,569.1,0.00197,0.000426,2.9,6.8,1,0.000348,5.3,-6.9,800.2,400.2,585.1,424385.421,418900,0.327,0,0,2021
FRB20190131C,-9999,166.45,10.43,241.74,60.05,11.9,-9999.0,13.6,506.3,21.7,507.7618,474.8,484.9,0.00098,0.0005,0.84,2.1,0,0.000444,4.5,-9.9,800.2,400.2,501.4,204001.903,205194,0.341,0,0,2021
FRB20190131B,-9999,354.72,11.71,96.19,-47.36,13.5,-9999.0,12.2,1801.9,17.1,1805.729,1770.1,1778.2,0.00197,0.0011,0.99,3.3,0,0.00092,16.5,-11.9,800.2,514.4,798.1,429293.815,429850,0.31,0,0,2021
FRB20190201B,-9999,118.2,55.58,162.23,30.61,22.0,-9999.0,19.8,748.9,30.8,749.176,695.0,698.0,0.00295,0.000572,0.81,2.3,0,0.0008,1.8,-14.8,632.1,400.2,425.9,438206.544,437753,0.297,0,0,2021
FRB20190202B,-9999,114.32,32.45,187.06,23.2,13.3,-9999.0,20.2,464.2,26.6,464.906,394.8,379.4,0.00098,0.00056,1.57,2.7,0,0.00051,3.89,-6.6,800.2,400.2,536.2,229371.496,224042,0.28,0,0,2021
FRB20190202A,-9999,344.2,17.1,87.49,-37.76,5.7,-9999.0,101.0,305.7,236.3,307.3605,266.6,274.2,0.00197,0.00072,41.0,95.0,0,0.0007103,5.13,-12.38,757.8,400.2,492.3,432295.688,376346,0.396,0,0,2021
FRB20190203B,-9999,130.64,61.89,154.26,36.7,24.0,-9999.0,9.0,580.7,12.6,582.2248,536.4,544.0,0.00295,0.00058,0.49,0.93,0,0.0003,1.5,-8.5,735.7,400.2,437.5,436444.689,437145,0.298,0,0,2021
FRB20190203A,-9999,133.68,70.82,143.2,35.48,40.0,39.5,32.0,418.9,61.9,420.5727,374.7,381.7,0.00393,0.000832,1.21,4.0,0,0.00055,25.0,-75.0,563.4,400.2,472.9,432800.295,429849,0.31,0,0,2021
FRB20190203C,-9999,196.01,2.48,310.44,65.17,10.9,-9999.0,11.1,370.4,12.5,370.462,340.8,348.3,0.00393,0.0025,1.4,4.4,0,0.00205,0.1,0.0,800.2,400.2,800.2,389932.42,389722,0.374,0,0,2021
FRB20190204A,-9999,161.33,61.53,145.59,49.68,24.0,-9999.0,10.1,448.0,13.8,449.639,413.5,423.3,0.00786,0.00088,0.24,1.5,0,0.00181,2.4,-28.0,557.9,400.2,418.2,431296.93,431065,0.308,0,0,2021
FRB20190204B,-9999,255.92,75.87,107.94,32.73,55.0,47.0,28.0,1463.8,37.1,1464.9393,1419.4,1425.0,0.00295,0.000418,1.35,4.4,0,0.001022,6.23,-8.7,800.2,400.2,571.7,411901.847,411609,0.339,0,0,2021
FRB20190205A,-9999,342.22,83.37,119.31,21.38,101.0,101.0,9.5,693.9,18.6,695.389,627.7,623.8,0.00295,0.00069,0.74,1.7,0,0.000602,18.3,-47.3,605.6,400.2,485.7,415250.098,414650,0.334,0,0,2021
FRB20190206C,-9999,200.45,74.39,120.17,42.57,41.0,31.0,9.3,1044.9,20.2,1043.002,1004.7,1012.2,0.0059,0.00142,0.56,3.8,0,0.00201,1.0,-5.2,800.2,400.2,439.2,649348.264,645689,0.309,0,0,2021
FRB20190206B,-9999,49.76,79.5,129.56,18.58,68.0,59.0,9.7,355.8,17.7,352.52,274.0,261.0,0.01966,0.009,0.95,9.6,0,0.0071,11.6,-24.6,687.6,400.2,506.4,783766.072,775802,0.377,0,0,2021
FRB20190206A,-9999,244.85,9.36,23.27,37.95,12.5,-9999.0,13.4,187.6,43.5,188.3364,146.9,152.8,0.0059,0.00274,1.4,9.1,0,0.000804,38.0,-65.7,644.6,443.2,534.5,612230.916,612857,0.344,0,0,2021
FRB20190208B,-9999,91.0,80.88,132.78,24.91,38.0,102.5,96.4,713.3,165.2,714.22009,653.6,653.3,0.00098,0.0001167,10.3,14.3,0,0.0001,0.69,-8.02,713.9,400.2,417.9,237265.402,216745,0.304,0,0,2021
FRB20190208C,-9999,141.55,83.56,128.8,31.03,103.0,96.0,16.3,237.8,31.4,238.3921,188.7,193.9,0.00098,0.00045,1.27,1.74,0,0.000411,18.7,-54.6,583.2,400.2,474.9,217644.686,218266,0.299,0,0,2021
FRB20190208A,FRB20190208A,283.52,46.96,76.71,19.04,17.4,-9999.0,12.2,579.1,31.2,579.843,508.4,514.6,0.03342,0.00122,0.39,4.9,0,0.00076,48.0,-58.0,735.1,494.1,602.7,1363946.463,1357034,0.273,1,0,2021
FRB20190208A,FRB20190208A,283.52,46.96,76.71,19.04,17.4,-9999.0,12.2,579.1,31.2,579.843,508.4,514.6,0.03342,0.00122,0.39,4.9,1,0.00041,77.0,-115.0,642.5,484.3,557.8,1363946.463,1357034,0.273,1,0,2021
FRB20190208A,FRB20190208A,283.52,46.96,76.71,19.04,17.4,-9999.0,12.2,579.1,31.2,579.843,508.4,514.6,0.03342,0.00122,0.39,4.9,2,0.00038,74.0,-127.0,613.2,468.4,535.9,1363946.463,1357034,0.273,1,0,2021
FRB20190208A,FRB20190208A,283.52,46.96,76.71,19.04,17.4,-9999.0,12.2,579.1,31.2,579.843,508.4,514.6,0.03342,0.00122,0.39,4.9,3,0.00679,29.6,-101.0,538.7,400.2,463.2,1363946.463,1357034,0.273,1,0,2021
FRB20190209A,FRB20190209A,144.32,77.67,134.18,34.84,53.0,48.0,11.8,423.8,19.6,424.786,379.1,385.8,0.00492,0.00113,0.77,3.9,0,0.00143,28.5,-89.0,552.4,400.2,470.1,441578.215,441401,0.291,1,0,2021
FRB20190210B,-9999,104.18,23.7,192.11,11.66,16.5,-9999.0,43.9,622.7,66.0,624.1879,507.7,460.1,0.00295,0.000364,2.6,5.3,0,0.000397,-2.45,-3.09,696.1,400.2,400.2,441315.327,435929,0.3,0,0,2021
FRB20190210A,FRB20190209A,144.32,77.67,134.18,34.84,53.0,48.0,10.1,420.5,21.7,426.12,380.4,387.2,0.0118,0.0015,0.25,1.81,0,0.00578,25.4,-89.0,542.5,400.2,461.8,887289.454,886457,0.288,1,0,2021
FRB20190210D,-9999,307.8,55.46,91.53,9.37,24.0,-9999.0,20.6,357.5,36.0,359.1477,217.9,170.1,0.00197,0.000273,1.37,2.5,0,0.00058,20.7,-24.4,800.2,449.9,611.8,459940.81,454169,0.271,0,0,2021
FRB20190210E,-9999,313.65,86.67,119.77,25.39,204.0,188.0,9.5,580.7,15.5,580.58,522.7,524.2,0.00197,0.0011,0.69,1.45,0,0.00096,13.4,-40.5,599.4,400.2,472.2,417230.246,414042,0.335,0,0,2021
FRB20190211A,-9999,67.06,68.64,140.63,13.59,34.0,-9999.0,20.2,1188.9,27.8,1188.256,1084.4,1050.5,0.00393,0.00329,1.47,5.8,0,0.00036,38.9,-39.3,800.2,515.0,656.0,669464.741,664841,0.288,0,0,2021
FRB20190211B,-9999,299.62,61.37,94.41,16.1,25.0,-9999.0,12.7,260.4,18.4,260.7,176.2,169.8,0.00098,0.000152,0.3,1.35,0,0.0001,1.4,-7.5,764.9,400.2,440.1,225099.745,223737,0.281,0,0,2021
FRB20190212B,-9999,139.99,52.11,165.49,43.61,21.5,-9999.0,29.0,600.1,41.6,600.1866,559.0,569.8,0.00295,0.000496,1.55,3.7,0,0.000226,-2.05,-3.6,702.0,400.2,400.2,419290.847,414041,0.335,0,0,2021
FRB20190212C,-9999,172.57,28.14,205.0,72.02,12.3,-9999.0,12.2,1012.6,33.2,1016.45,994.1,997.9,0.02064,0.0101,0.7,12.2,0,0.00442,3.25,-7.4,800.2,400.2,498.1,1598185.709,1589609,0.271,0,0,2021
FRB20190212D,-9999,178.83,66.72,131.41,49.47,29.0,-9999.0,9.7,1145.2,18.4,1139.765,1104.4,1113.0,0.02163,0.0159,0.42,5.7,0,0.00105,-4.2,-0.3,681.6,400.2,400.2,1767432.098,1765625,0.291,0,0,2021
FRB20190212A,FRB20190212A,276.14,81.43,113.3,27.8,64.0,109.0,9.9,300.9,15.7,301.784,248.9,253.0,0.0059,0.0033,0.41,3.1,0,0.00276,8.8,-28.9,618.2,400.2,466.3,427573.457,425594,0.316,1,0,2021
FRB20190213A,FRB20190213A,31.72,20.08,146.06,-39.38,12.1,-9999.0,9.5,650.2,17.5,651.06,608.0,616.6,0.01475,0.00286,0.45,2.3,0,0.00151,4.8,-53.0,515.9,400.2,418.9,666038.794,666665,0.286,1,0,2021
FRB20190213C,-9999,64.26,45.0,156.57,-4.02,15.8,-9999.0,9.9,357.5,11.5,357.0634,181.1,120.3,0.00197,0.00081,0.62,1.09,0,0.000646,-0.2,0.6,800.2,400.2,800.2,447850.544,447482,0.281,0,0,2021
