tns_name,repeater_name,ra,dec,gl,gb,exp_up,exp_low,bonsai_snr,bonsai_dm,snr_fitb,dm_fitb,dm_exc_ne2001,dm_exc_ymw16,bc_width,scat_time,flux,fluence,sub_num,width_fitb,sp_idx,sp_run,high_freq,low_freq,peak_freq,chi_sq,dof,flag_frac,is_repeater,is_pcc_candidate,catalog,redshift,fre_width,fre_width_ob,in_duration,energy,luminosity,T_B,log_dm_fitb,log_bonsai_dm,log_dm_exc_ne2001,log_dm_exc_ymw16,log_bc_width,log_scat_time,log_flux,log_fluence,log_width_fitb,log_high_freq,log_low_freq,log_peak_freq,log_fre_width,log_redshift,log_in_duration,log_energy,log_luminosity,log_T_B
FRB20181216A,-9999,306.28,53.53,89.41,9.0,19.0,-9999.0,11.0,541.9,15.7,542.7376,396.0,347.5,0.00197,0.00089,0.94,1.7,0,0.00022,14.8,-16.1,800.2,434.2,634.0,446771.745,446873,0.282,0,0,2021,0.3615752253799773,498.3365324890718,366.00000000000006,0.16157755803657795,3.7720380843937135e+39,2.839858110944832e+42,1.9345580236021142e+35,2.7345899098545203,2.733919151012391,2.597695185925512,2.540954808926133,-2.705533773838407,-3.050609993355087,-0.026872146400301365,0.2304489213782739,-3.657577319177794,2.903198547042978,2.637689819118401,2.802089257881733,2.6975227259766874,-0.4418013344172795,-0.7916189597600707,39.576576068942956,42.453296641746654,35.28658176013755
FRB20181217A,-9999,290.5,59.8,90.99,19.55,23.0,-9999.0,12.5,1175.9,15.8,1177.1666,1107.4,1108.4,0.00295,0.0012,0.64,1.76,0,0.001015,5.0,-4.9,800.2,400.2,663.5,435233.794,434106,0.303,0,0,2021,1.1591120618170212,863.6448247268086,400.00000000000006,0.47010065755726327,4.3076688172938627e+40,3.3820871642662696e+43,5.652880230117629e+35,3.0708379312720546,3.070370390367003,3.0443045191759146,3.0446965171101943,-2.530177984021837,-2.9208187539523753,-0.1938200260161128,0.24551266781414982,-2.9935339577507682,2.903198547042978,2.6022770843001926,2.821840927200454,2.936335174915444,0.0641254251578234,-0.3278091413382498,40.634242306429414,43.529184796186634,35.75226978398302
FRB20181218A,-9999,5.06,71.35,120.42,8.63,34.0,37.6,18.6,1873.1,30.8,1874.406,1727.2,1646.0,0.0059,0.000221,0.83,1.59,0,0.00139,19.0,-83.6,529.3,400.2,448.4,300374.013,302393,0.341,0,0,2021,1.8937627755143407,373.5847743189013,129.09999999999997,0.48034345170292675,6.552898129493159e+40,9.898680580791085e+43,9.998630849235486e+35,3.272863665773883,3.2725609638615567,3.2373426293261742,3.216429830876251,-2.2291479883578558,-3.6556077263148894,-0.08092190762392612,0.2013971243204515,-2.856985199745905,2.723701893991268,2.6022770843001926,2.6516656039229356,2.572389167975536,0.2773255756505607,-0.31844812545502066,40.81643341652277,43.99557731028751,35.99994053446685
FRB20181218B,-9999,18.04,69.39,124.77,6.59,33.0,-9999.0,10.9,752.1,14.9,753.405,583.8,477.1,0.00295,0.002,0.56,1.8,0,0.00169,-2.7,-2.3,708.8,400.2,400.2,447417.424,445658,0.284,0,0,2021,0.5734778194242547,485.57525507432496,308.59999999999997,1.0740539072984083,6.522993177277336e+39,3.1931775806627305e+42,3.337445221776116e+35,2.8770284980881193,2.876275588677879,2.7662640906519953,2.6786094165589263,-2.530177984021837,-2.6989700043360187,-0.25181197299379954,0.25527250510330607,-2.7721132953863266,2.8505237088789945,2.6022770843001926,2.6022770843001926,2.68625654697475,-0.24148337477742415,0.031026079366052863,39.814446924272545,42.50422307142306,35.523414146260095
FRB20181218C,-9999,285.98,58.24,88.61,21.24,21.0,-9999.0,9.2,385.0,13.5,384.153,319.8,322.7,0.00492,0.0068,0.25,1.73,0,0.0052,4.4,-13.1,718.5,400.2,472.7,676386.238,674874,0.277,0,0,2021,0.2732236248016534,405.26707977436627,318.3,4.084121515425126,1.6024976229534442e+39,2.9484650754809503e+41,8.308665443422731e+33,2.5845042291116638,2.5854607295085006,2.504878459410216,2.508798965403905,-2.30803489723264,-2.167491087293764,-0.6020599913279624,0.2380461031287954,-2.283996656365201,2.8564267724702446,2.6022770843001926,2.6745856023029138,2.6077413270256744,-0.5634817512664901,0.6110986552301279,39.20479739398557,41.46959598793348,33.91953127202691
FRB20181219B,-9999,180.79,71.55,128.31,45.07,38.0,29.0,23.1,1950.7,43.0,1952.166,1914.9,1923.0,0.00492,0.00526,4.6,27.0,0,0.000574,-4.2,10.3,800.2,555.5,800.2,783212.817,772153,0.38,0,0,2021,2.1297916878639933,765.8600260203193,244.70000000000005,0.18339878728214687,2.4447523588128016e+42,1.3036000671441371e+45,3.080562891729003e+36,3.290516744590276,3.2901904839703042,3.2821460991494678,3.28397928423848,-2.30803489723264,-2.279014255846261,0.6627578316815741,1.4313637641589874,-3.2410881076020264,2.903198547042978,2.7446840632768863,2.903198547042978,2.8841494021628327,0.328337127741388,-0.7366035404130699,42.38823487382855,45.115144374162185,36.48863007962904
FRB20181219C,-9999,17.77,14.11,130.13,-48.49,12.8,-9999.0,18.6,648.6,27.7,647.891,611.7,620.7,0.00295,0.00053,0.208,0.57,0,0.00126,-1.0,-4.6,735.5,400.2,400.2,434767.94,432281,0.306,0,0,2021,0.6045747882001407,538.0139264835071,335.3,0.78525476610121,2.3010678093622788e+39,1.3473420380895811e+42,1.38092342362114e+35,2.8115019471046336,2.811976944336954,2.7865384804978026,2.792881745385397,-2.530177984021837,-3.275724130399211,-0.6819366650372385,-0.24412514432750865,-2.899629454882437,2.866582677063549,2.6022770843001926,2.6022770843001926,2.7307935175189173,-0.21854996760123474,-0.10498941897253422,39.36192941692937,42.12947786030974,35.1401695963043
FRB20181219A,FRB20181128A,73.92,63.22,146.73,12.3,13.0,-9999.0,10.2,449.7,16.3,451.806,339.4,299.8,0.01769,0.0068,0.39,4.7,0,0.00536,10.1,-18.2,753.1,400.2,527.9,657677.013,655722,0.298,1,0,2021,0.2961455862578562,457.4097773903975,352.90000000000003,4.135337925637682,5.744171940857205e+39,6.178000876725178e+41,9.497526487333436e+32,2.6549519940690476,2.652922887567942,2.530711837981657,2.4768316285122607,-1.7522721670902768,-2.167491087293764,-0.4089353929735008,0.6720978579357175,-2.27083521030723,2.8768526476013436,2.6022770843001926,2.722551662000958,2.660305443657948,-0.5284947356826425,0.6165110043947915,39.75922743120776,41.79084796559652,32.97761051341778
FRB20181220A,-9999,346.11,48.43,105.24,-10.73,19.1,-9999.0,27.6,208.7,40.1,209.4017,83.6,87.3,0.00295,0.000457,1.33,3.0,0,0.000435,-5.26,-1.3,596.4,400.2,400.2,434169.841,430457,0.309,0,0,2021,0.002248222001635545,196.64110115672088,196.2,0.43402421720563567,1.438212039733191e+35,6.3904082045987855e+37,1.0485882970407236e+31,2.3209802031194346,2.319522449065454,1.9222062774390163,1.9410142437055697,-2.530177984021837,-3.3400837999301496,0.12385164096708581,0.47712125471966244,-3.3615107430453626,2.775537634780957,2.6022770843001926,2.6022770843001926,2.29367429752442,-2.6481608063926076,-0.3624860375258531,35.15782292005059,37.8055286007785,31.020605006382667
FRB20181220B,-9999,277.37,84.87,117.17,27.5,134.0,134.0,13.4,257.2,24.7,257.7994,204.2,207.6,0.00197,0.00062,2.9,3.8,0,0.000558,0.45,-4.8,800.2,400.2,419.5,408195.586,409178,0.343,0,0,2021,0.13415487059009298,453.6619482360373,400.00000000000006,0.49199630003764516,7.211915044940108e+38,6.242195491066394e+41,1.7622342614975277e+35,2.4112819022454977,2.4102709642521845,2.3100557377508912,2.31722734917642,-2.705533773838407,-3.207608310501746,0.4623979978989561,0.5797835966168101,-3.2533658010624213,2.903198547042978,2.6022770843001926,2.622731965164719,2.6567323535129694,-0.8723935553289612,-0.30803816324742833,38.85805060216975,41.7953373656369,35.246063640576104
FRB20181221A,-9999,230.58,25.86,39.52,56.34,13.4,-9999.0,18.6,313.8,78.8,316.237,291.8,292.0,0.00492,0.001323,1.25,5.8,0,0.000754,62.1,-128.0,583.3,446.1,510.1,443691.859,440185,0.293,0,0,2021,0.2401964743769343,170.1549562845153,137.19999999999993,0.6079681853464421,4.4414631740988665e+39,1.1871308124121556e+42,2.732995356556758e+34,2.5000126813955466,2.496652939250918,2.4650852875574327,2.4653828514484184,-2.30803489723264,-2.8784401558124992,0.09691001300805642,0.7634279935629372,-3.122628654130226,2.7658919764300154,2.6494322232416168,2.707655323531187,2.230844603773683,-0.619433371495477,-0.21611914653317593,39.6475260655552,42.07449857740327,34.436638893813594
FRB20181221B,-9999,306.31,80.98,113.93,23.25,74.0,71.0,26.7,1392.7,52.1,1395.021,1333.1,1333.1,0.00295,0.0011,0.97,3.3,0,0.001037,25.3,-61.2,597.6,405.4,492.2,433142.381,431066,0.308,0,0,2021,1.419460480867182,465.0203044226725,192.20000000000005,0.4286079513182703,8.805726930018524e+40,6.262410625185782e+43,2.2881323059384418e+36,3.144580745326802,3.143857575593957,3.124862728423057,3.124862728423057,-2.530177984021837,-2.958607314841775,-0.01322826573375516,0.5185139398778874,-2.984221243610959,2.7764105888073423,2.60788374435699,2.6921416093667836,2.66747191612911,0.1521233058578418,-0.3679397764075422,40.944765213643954,43.7967415408289,36.35948113291719
FRB20181222A,FRB20180916B,29.5031258,65.7167542,129.71,3.73,46.06,-9999.0,24.0,349.4,214.4,348.73651,149.8,23.9,0.03539,0.00039,4.9,50.0,0,0.005158,60.0,-51.9,800.2,577.7,713.2,1162519.685,1097419,0.295,1,0,2021,0.06550637656769327,237.07516878631176,222.5,4.8408907852953655,3.7396546221152763e+39,3.904933329104181e+41,7.399279393416409e+31,2.5424974170103343,2.543322900646912,2.175511813363448,1.3783979009481377,-1.4511194373624852,-3.408935392973501,0.6901960800285137,1.6989700043360187,-2.287518662198081,2.903198547042978,2.7617023675414125,2.853211334503317,2.3748860684285282,-1.1837164225521508,0.6849252846903406,39.57283149454386,41.59161362334793,31.86918942639293
FRB20181222A,FRB20180916B,29.5031258,65.7167542,129.71,3.73,46.06,-9999.0,24.0,349.4,214.4,348.73651,149.8,23.9,0.03539,0.00039,4.9,50.0,1,0.0003816,55.3,-49.6,800.2,563.5,699.0,1162519.685,1097419,0.295,1,0,2021,0.06550637656769327,252.20535933357306,236.70000000000005,0.35813957418935854,3.6651971128134856e+39,3.827185077178663e+41,7.702961795833175e+31,2.5424974170103343,2.543322900646912,2.175511813363448,1.3783979009481377,-1.4511194373624852,-3.408935392973501,0.6901960800285137,1.6989700043360187,-3.4183916339679423,2.903198547042978,2.750893920382125,2.8444771757456815,2.4017543110406607,-1.1837164225521508,-0.44594768707952054,39.56409733578622,41.5828794645903,31.8866577439082
FRB20181222A,FRB20180916B,29.5031258,65.7167542,129.71,3.73,46.06,-9999.0,24.0,349.4,214.4,348.73651,149.8,23.9,0.03539,0.00039,4.9,50.0,2,0.001718,62.5,-60.4,800.2,552.4,671.6,1162519.685,1097419,0.295,1,0,2021,0.06550637656769327,264.0324801134745,247.80000000000007,1.6123789005694915,3.5215255807804534e+39,3.677163802336467e+41,8.344315576657728e+31,2.5424974170103343,2.543322900646912,2.175511813363448,1.3783979009481377,-1.4511194373624852,-3.408935392973501,0.6901960800285137,1.6989700043360187,-2.7649768405047763,2.903198547042978,2.7422536699065936,2.827110687466011,2.421657355151623,-1.1837164225521508,0.20746710638364546,39.54673084750655,41.56551297631063,31.92139072046754
FRB20181222A,FRB20180916B,29.5031258,65.7167542,129.71,3.73,46.06,-9999.0,24.0,349.4,214.4,348.73651,149.8,23.9,0.03539,0.00039,4.9,50.0,3,0.00581,66.1,-68.3,780.2,540.4,649.3,1162519.685,1097419,0.295,1,0,2021,0.06550637656769327,255.50842910093294,239.80000000000007,5.452806409958526,3.404595830257219e+39,3.555066195439351e+41,8.927323850226996e+31,2.5424974170103343,2.543322900646912,2.175511813363448,1.3783979009481377,-1.4511194373624852,-3.408935392973501,0.6901960800285137,1.6989700043360187,-2.2358238676096693,2.8922059459757725,2.732715340349993,2.812445402872756,2.407405231874408,-1.1837164225521508,0.7366200792787527,39.532065562913296,41.55084769171737,31.95072128965405
FRB20181222B,-9999,90.04,38.55,173.2,7.45,12.6,-9999.0,9.5,619.5,12.7,619.2478,471.0,408.5,0.00197,0.00074,0.46,0.83,0,0.000596,0.4,-5.4,798.6,400.2,415.1,445367.7,445050,0.285,0,0,2021,0.4469291598717562,576.4565772929077,398.40000000000003,0.41190682759674596,1.8685633914585948e+39,1.498424427419687e+42,3.422345945365435e+35,2.791864472343773,2.792041310712082,2.673020907128896,2.6111920608684343,-2.705533773838407,-3.1307682802690238,-0.3372421683184259,-0.08092190762392612,-3.2247537402597635,2.9023293058583186,2.6022770843001926,2.6181527333785195,2.760766598790599,-0.349761308892432,-0.38520100929870155,39.271507835979435,42.17563484432387,35.53432390776774
FRB20181222C,-9999,131.05,68.33,146.46,35.38,31.0,-9999.0,11.0,1104.8,17.5,1104.892,1058.5,1065.6,0.00393,0.0019,0.84,2.9,0,0.00152,-2.0,-3.1,727.4,400.2,400.2,434435.727,434714,0.302,0,0,2021,1.1035911850532416,688.2950357494207,327.2,0.7225738588372763,3.893743201515756e+40,2.3725202949925544e+43,1.0451033147170165e+36,3.0433198290651777,3.043283665570575,3.0246908623554307,3.027594211826226,-2.4056074496245734,-2.721246399047171,-0.07572071393811836,0.4623979978989561,-2.8181564120552274,2.861773296718693,2.6022770843001926,2.6022770843001926,2.8377746372648938,0.04280822288903928,-0.14111775432083604,40.59036730572478,43.37520993615332,36.01915922517783
FRB20181222D,-9999,188.2,56.16,128.25,60.78,19.0,-9999.0,10.5,1413.7,20.2,1417.11,1385.9,1394.5,0.02261,0.00195,0.22,1.23,0,0.00375,8.4,-41.1,561.3,400.2,443.0,865595.39,863353,0.307,0,0,2021,1.4814585945212375,399.76297957737125,161.09999999999997,1.5112079678780657,3.1994845485889774e+40,1.4200532153247839e+43,1.181169619595585e+34,3.1514035626954833,3.150357257998519,3.141731894767141,3.144418518602069,-1.6456994376546403,-2.709965388637482,-0.6575773191777937,0.08990511143939793,-2.425968732272281,2.7491950422196725,2.6022770843001926,2.6464037262230695,2.6018025733996804,0.1706895178327842,0.17932423474725642,40.50508001715279,43.15230461951606,34.07231226811722
FRB20181222E,-9999,50.64,86.97,124.97,24.72,220.0,210.0,17.7,328.4,36.7,327.9797,268.1,268.2,0.00393,0.00079,1.12,5.5,0,0.000254,5.13,-19.9,639.5,400.2,455.2,1011125.194,1010788,0.351,0,0,2021,0.2119490592186955,290.0194098710338,239.3,0.20957976580611865,2.9024656218351334e+39,7.163195158860764e+41,3.7218386507699307e+34,2.515846964288473,2.516403148447403,2.4282968139828798,2.42845877351558,-2.4056074496245734,-3.1023729087095586,0.04921802267018165,0.7403626894942439,-3.595166283380062,2.8058405488146727,2.6022770843001926,2.6582022533870147,2.4624270645120525,-0.6737685068005773,-0.6786506492786771,39.46276708445343,41.85510678352798,34.57075754165903
FRB20181222E,-9999,50.64,86.97,124.97,24.72,220.0,210.0,17.7,328.4,36.7,327.9797,268.1,268.2,0.00393,0.00079,1.12,5.5,1,0.00091,9.9,-23.8,672.3,400.2,492.8,1011125.194,1010788,0.351,0,0,2021,0.2119490592186955,329.771339013407,272.09999999999997,0.7508566412738896,3.142212342795153e+39,7.754882632439772e+41,3.1755623930361453e+34,2.515846964288473,2.516403148447403,2.4282968139828798,2.42845877351558,-2.4056074496245734,-3.1023729087095586,0.04921802267018165,0.7403626894942439,-3.0409586076789066,2.8275631112547237,2.6022770843001926,2.692670699156369,2.518212907678373,-0.6737685068005773,-0.12444297357752161,39.49723553022278,41.889575229297336,34.501820650120315
FRB20181223A,FRB20180916B,29.5031258,65.7167542,129.71,3.73,46.06,-9999.0,31.8,352.6,67.2,349.7096,150.8,24.9,0.00885,0.0022,2.02,15.7,0,0.001995,32.7,-33.4,800.2,502.1,652.9,769995.486,757557,0.392,1,0,2021,0.0667930102321115,318.01099635019244,298.1,1.8700909931589542,1.1182559772369876e+39,1.5348753334628847e+41,6.054710505193454e+32,2.543707554441931,2.5472823079633033,2.178401341533755,1.3961993470957363,-2.0530567293021744,-2.657577319177794,0.3053513694466238,1.1958996524092338,-2.700057099977233,2.903198547042978,2.700790221374347,2.814846668604463,2.5024421375053167,-1.1752689832797563,0.2718627385500809,39.04854122821657,41.186073106726646,32.782093382986474
FRB20181223A,FRB20180916B,29.5031258,65.7167542,129.71,3.73,46.06,-9999.0,31.8,352.6,67.2,349.7096,150.8,24.9,0.00885,0.0022,2.02,15.7,1,0.00515,21.0,-25.2,800.2,449.1,607.8,769995.486,757557,0.392,1,0,2021,0.0667930102321115,374.55102589249435,351.1,4.8275531903602085,1.0410108484678222e+39,1.4288516276286436e+41,6.986591138616224e+32,2.543707554441931,2.5472823079633033,2.178401341533755,1.3961993470957363,-2.0530567293021744,-2.657577319177794,0.3053513694466238,1.1958996524092338,-2.288192770958809,2.903198547042978,2.652343055062715,2.783760695743924,2.573510990938037,-1.1752689832797563,0.683727067568505,39.01745525535603,41.15498713386611,32.84426532870756
FRB20181223B,-9999,174.89,21.59,227.74,72.74,12.4,-9999.0,12.4,564.5,21.3,565.655,540.2,545.7,0.00885,0.0035,0.68,4.1,0,0.00157,33.3,-41.0,761.2,473.8,600.6,656809.462,655721,0.298,0,0,2021,0.5247500151848059,438.2131543641133,287.40000000000003,1.0296769859744581,1.8586242063738926e+40,4.7001886709419017e+42,1.666483833586752e+34,2.752551630341903,2.7516639462609866,2.732554579851432,2.736953953783146,-2.0530567293021744,-2.4559319556497243,-0.16749108729376366,0.6127838567197355,-2.8041003475907664,2.881498779614983,2.6755950563867463,2.778585327862962,2.641685410153033,-0.2800475401782874,0.012701006054407498,40.269191589020856,42.67211529136218,34.22180110496437
FRB20181223C,-9999,181.05,27.58,207.75,79.51,11.6,-9999.0,19.5,111.6,28.3,112.5118,92.6,93.4,0.00197,0.000107,1.36,2.84,0,0.000508,2.68,-7.4,800.2,400.2,479.2,447393.219,446265,0.283,0,0,2021,0.002248222001635545,400.8992888006543,400.00000000000006,0.5068604651504894,1.6302707269781877e+35,7.824481954202379e+37,1.6769665628172515e+31,2.0511980727242216,2.04766419460156,1.9666109866819343,1.9703468762300933,-2.705533773838407,-3.9706162223147903,0.13353890837021754,0.45331834004703764,-3.2941362877160807,2.903198547042978,2.6022770843001926,2.680516809381255,2.603035285808453,-2.6481608063926076,-0.2951115821965712,35.21225973045903,37.8934555932627,31.22452440325681
FRB20181224A,-9999,355.11,44.56,109.84,-16.5,23.8,-9999.0,65.0,308.9,104.1,310.20644,225.2,231.9,0.00197,0.0004,4.3,3.3,0,0.0003868,3.85,-6.08,800.2,400.2,549.5,233053.656,219178,0.296,0,0,2021,0.16001542199898405,464.00616879959364,400.00000000000006,0.33344384278396155,1.17813302077678e+39,1.7807895863786218e+42,2.1869572146118244e+35,2.4916508096846504,2.4898179083014504,2.3525683861793087,2.3653007486379876,-2.705533773838407,-3.3979400086720375,0.6334684555795865,0.5185139398778874,-3.412513534589036,2.903198547042978,2.6022770843001926,2.7399676967595092,2.666523754386378,-0.7958381588047458,-0.47697729764745156,39.071194328590174,42.25061260735029,35.33984028663171
FRB20181224B,-9999,45.36,46.14,145.22,-11.03,17.0,-9999.0,14.0,779.6,22.4,781.0087,659.7,640.3,0.00885,0.00206,0.77,3.1,0,0.00092,-1.8,-0.9,800.2,400.2,400.2,434116.583,432889,0.305,0,0,2021,0.6579723446661587,663.1889378664636,400.00000000000006,0.554894659708722,1.4869300163931869e+40,6.123459390768079e+42,6.748834070747295e+34,2.892655871701818,2.891871830445584,2.819346484080453,2.8063835018241674,-2.0530567293021744,-2.6861327796308467,-0.11350927482751812,0.4913616938342727,-3.036212172654445,2.903198547042978,2.6022770843001926,2.6022770843001926,2.8216372734776507,-0.18179235989863982,-0.25578945480413295,40.17229052856936,42.78699684205726,34.8292287505529
FRB20181224C,-9999,115.29,60.28,156.69,29.4,24.0,-9999.0,13.3,608.2,26.9,596.325,541.0,543.2,0.02949,0.0275,0.5,9.6,0,0.00237,-2.46,0.3,800.2,400.2,400.2,2797088.64,2786153,0.312,0,0,2021,0.5256458662817444,610.2583465126979,400.00000000000006,1.5534404493069474,2.909995115628437e+40,2.31230313492635e+42,2.4942341336790942e+33,2.7754830168494378,2.7840464158081133,2.7331972651065692,2.7349597612724454,-1.530325227448202,-1.5606673061697374,-0.3010299956639812,0.9822712330395684,-2.625251653989896,2.903198547042978,2.6022770843001926,2.6022770843001926,2.7855137279820883,-0.2793067465609374,0.19129460935597786,40.46389226003148,42.36404476798205,33.39693721826531
FRB20181224D,-9999,182.45,54.85,135.42,61.26,20.0,-9999.0,11.2,690.7,12.8,690.196,658.8,667.9,0.00393,0.002,0.54,1.95,0,0.0016,-3.3,1.6,800.2,400.2,400.2,428983.851,427418,0.313,0,0,2021,0.6569719928344879,662.7887971337952,400.00000000000006,0.9656168039768559,9.324393703047113e+39,4.278533321384675e+42,2.3927117492175552e+35,2.8389724380285464,2.839289456006147,2.8187535904977166,2.8247114434647345,-2.4056074496245734,-2.6989700043360187,-0.26760624017703144,0.290034611362518,-2.795880017344075,2.903198547042978,2.6022770843001926,2.6022770843001926,2.8213751590953793,-0.18245314431647203,-0.015195185111492008,39.96962060241301,42.631294918640876,35.37889038216358
FRB20181224E,-9999,239.32,7.32,17.52,41.77,15.4,-9999.0,32.4,580.7,42.1,581.8537,545.3,549.3,0.00197,0.0011,3.6,10.3,0,0.001056,-1.18,-4.4,729.5,400.2,400.2,410322.544,404917,0.35,0,0,2021,0.5304598206663191,503.98041894541893,329.3,0.6899887117194932,3.181183105191797e+40,1.7016720901789145e+43,4.100315010627182e+36,2.764813800337398,2.7639518260333245,2.7366354976868212,2.739809599021359,-2.705533773838407,-2.958607314841775,0.5563025007672873,1.0128372247051722,-2.9763360818022067,2.86302529622947,2.6022770843001926,2.6022770843001926,2.702413663213078,-0.27534750586960405,-0.16115801430337692,40.502588667311,43.23087587587429,36.61281722309091
FRB20181224E,-9999,239.32,7.32,17.52,41.77,15.4,-9999.0,32.4,580.7,42.1,581.8537,545.3,549.3,0.00197,0.0011,3.6,10.3,1,0.00102,-3.7,3.6,800.2,400.2,400.2,410322.544,404917,0.35,0,0,2021,0.5304598206663191,612.1839282665277,400.00000000000006,0.6664663692745104,3.181183105191797e+40,1.7016720901789145e+43,4.100315010627182e+36,2.764813800337398,2.7639518260333245,2.7366354976868212,2.739809599021359,-2.705533773838407,-2.958607314841775,0.5563025007672873,1.0128372247051722,-2.9913998282380825,2.903198547042978,2.6022770843001926,2.6022770843001926,2.786881923829133,-0.27534750586960405,-0.17622176073925283,40.502588667311,43.23087587587429,36.61281722309091
FRB20181225A,FRB20180916B,29.5031258,65.7167542,129.71,3.73,46.06,-9999.0,16.2,346.1,31.8,349.619,150.7,24.8,0.00688,0.0037,0.59,4.3,0,0.00323,28.3,-128.0,510.8,400.2,446.8,655067.42,648426,0.306,1,0,2021,0.06666439283328802,117.97308184736167,110.60000000000002,3.028131455124729,2.0877447880610614e+38,3.05554554832867e+40,6.224028596530016e+32,2.543595026281977,2.539201599294128,2.1781132523146316,1.3944516808262162,-2.162411561764489,-2.431798275933005,-0.22914798835785583,0.6334684555795865,-2.490797477668897,2.708250888591378,2.6022770843001926,2.6501131644435714,2.0717829247742277,-1.1761060720076357,0.4811747245255547,38.31967740816593,40.48508876203404,32.79407157936831
FRB20181225B,-9999,36.77,88.2,123.74,25.48,420.0,360.0,19.1,299.2,27.6,299.2875,241.0,242.3,0.00295,0.0014,1.9,7.5,0,0.001297,6.8,-10.1,800.2,400.2,560.7,434409.23,431066,0.308,0,0,2021,0.17927352699163543,471.70941079665425,400.00000000000006,1.0998296581020424,3.4519324191140306e+39,1.0312623714357609e+42,5.229328287579792e+34,2.4760885785361855,2.4759615891924236,2.3820170425748683,2.384353414137506,-2.530177984021837,-2.853871964321762,0.2787536009528289,0.8750612633917001,-2.88706002391592,2.903198547042978,2.6022770843001926,2.7487305560984945,2.673674540685574,-0.7464838372101947,0.04132542672646845,39.53806228464075,42.01336917155949,34.718445906891624
FRB20181226C,-9999,349.05,44.94,105.75,-14.73,17.2,-9999.0,18.8,409.2,25.3,409.0184,315.0,322.4,0.00393,0.00198,0.88,2.7,0,0.00063,-1.09,-1.9,800.2,400.2,400.2,369985.472,367833,0.409,0,0,2021,0.2675863280009945,507.03453120039785,400.00000000000006,0.4970075694911611,2.0280189398958e+39,8.37854219037892e+41,6.124935870358164e+34,2.611742845510333,2.6119356250401227,2.4983105537896004,2.508395033133053,-2.4056074496245734,-2.703334809738469,-0.05551732784983137,0.43136376415898736,-3.2006594505464183,2.903198547042978,2.6022770843001926,2.6022770843001926,2.705037537635318,-0.5725360800873655,-0.303636996853774,39.307072006605,41.92316846090353,34.7871015458863
FRB20181226A,FRB20180916B,29.5031258,65.7167542,129.71,3.73,46.06,-9999.0,16.7,347.8,69.0,349.0107,150.1,24.2,0.00983,0.00077,1.6,5.7,0,0.000731,81.5,-126.2,632.7,482.9,552.8,439985.477,434101,0.303,1,0,2021,0.06589247404910303,159.67069261255568,149.80000000000007,0.6858102649163884,3.344048656430535e+38,1.000532293541985e+41,5.2751347881028825e+32,2.542838741800791,2.5413295776666938,2.1763806922432702,1.3838153659804313,-2.0074464821678646,-3.113509274827518,0.2041199826559248,0.7558748556724915,-3.1360826230421397,2.801197834459149,2.6838572054003462,2.742568034366142,2.203225209158624,-1.1811641857943698,-0.1637960188373158,38.52427258786553,41.000231110644144,32.72223356102782
FRB20181226A,FRB20180916B,29.5031258,65.7167542,129.71,3.73,46.06,-9999.0,16.7,347.8,69.0,349.0107,150.1,24.2,0.00983,0.00077,1.6,5.7,1,0.00149,77.6,-148.0,589.6,459.3,520.4,439985.477,434101,0.303,1,0,2021,0.06589247404910303,138.88578936859813,130.3,1.3978895960676043,3.1480515933546495e+38,9.418903863228093e+40,5.9524403772847876e+32,2.542838741800791,2.5413295776666938,2.1763806922432702,1.3838153659804313,-2.0074464821678646,-3.113509274827518,0.2041199826559248,0.7558748556724915,-2.826813731587726,2.770557474850995,2.6620964454179235,2.7163372878895484,2.142657811507761,-1.1811641857943698,0.14547287261709782,38.49804184138894,40.974000364167544,32.774695053981006
FRB20181226D,-9999,120.22,22.16,199.59,24.7,11.7,-9999.0,24.2,386.6,34.7,385.3778,320.4,306.2,0.00197,0.00062,1.89,3.0,0,0.000571,0.44,-5.2,800.2,400.2,417.2,445755.474,444442,0.286,0,0,2021,0.2739276083014505,509.5710433205803,400.00000000000006,0.448220131410233,2.4657201115286988e+39,1.978923822384941e+42,5.056452831029304e+35,2.585886693154952,2.5872618496925344,2.5056925074122,2.486005186362242,-2.705533773838407,-3.207608310501746,0.2764618041732441,0.47712125471966244,-3.243363891754152,2.903198547042978,2.6022770843001926,2.6203442997544935,2.70720474098469,-0.5623641943662266,-0.34850864141087945,39.391943777483846,42.29642907659416,35.70384596029232
FRB20181226B,-9999,182.66,12.43,267.9,72.47,14.7,-9999.0,52.4,287.9,176.6,287.0364,259.3,266.3,0.00197,0.001098,8.9,52.0,0,0.00059,4.1,-14.4,687.5,400.2,461.1,677496.762,642943,0.312,0,0,2021,0.2013849830102431,345.15790561884285,287.3,0.491099862528388,2.5013889834751493e+40,5.143397564728324e+42,1.032231390039577e+36,2.4579369744926938,2.459241664878082,2.4138025167693513,2.4253711664389415,-2.705533773838407,-2.959397659885927,0.9493900066449128,1.7160033436347992,-3.2291479883578558,2.8372727025023003,2.6022770843001926,2.6637951222194074,2.5380178250727807,-0.6959729172925332,-0.30883018743868906,40.39818123281046,42.7112500949014,36.013777061780715
